ts_code,name,benchmark,index_code
160142.SZ,南方优势产业LOF,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,000300.SH
501186.SH,华夏兴融LOF,沪深300指数收益率*70%+上证国债指数收益率*30%,000300.SH
164824.SZ,印度基金LOF,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,
512360.SH,MSCIA股ETF平安,MSCI中国A股国际指数(MSCI China A International Index)收益率,133333.CSI
512390.SH,中国低波ETF平安,MSCI中国A股低波动指数(MSCI China A International Minimum Volatility Index)收益率,133333.CSI
161039.SZ,1000增强LOF,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,000852.SH
501057.SH,新能源车LOF,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501058.SH,新能源车LOFC,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,
512090.SH,MSCIA股ETF易方达,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,133333.CSI
513900.SH,港股通100ETF华安,中华交易服务港股通精选100指数收益率(经汇率调整),
512520.SH,MSCI中国ETF华泰柏瑞,MSCI中国A股国际通指数收益率,133333.CSI
512180.SH,MSCIA股ETF建信,MSCI中国A股国际通指数收益率,133333.CSI
501307.SH,沪港深红利LOF,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,930836.CSI
512160.SH,MSCI中国A股ETF南方,MSCI中国A股国际通指数收益率,133333.CSI
510590.SH,中证500ETF平安,中证500指数收益率,
169106.SZ,东方红创优定开,中债综合指数收益率*80%+沪深300指数收益率*20%,
159954.SZ,恒生中国企业ETF南方,恒生中国企业指数收益率(估值汇率调整),
159956.SZ,创业板ETF建信,创业板指数收益率,399006.SZ
163417.SZ,兴全合宜LOF,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,000300.SH
510380.SH,沪深300ETF国寿,沪深300指数,000300.SH
512980.SH,传媒ETF广发,中证传媒指数收益率,
510390.SH,沪深300ETF平安,沪深300指数收益率,000300.SH
159958.SZ,创业板ETF工银,创业板指数收益率,399006.SZ
510800.SH,上证50ETF建信,上证50指数收益率,
501053.SH,东方红目标优选,中债综合指数收益率*80%+沪深300指数收益率*20%,
161014.SZ,富国汇利定开,中债综合指数收益率,
159957.SZ,创业板ETF华夏,创业板指数,399006.SZ
501048.SH,证券公司LOFC,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,h20168.CSI
501047.SH,证券公司LOF,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,h20168.CSI
501051.SH,圆信永丰汇利LOF,沪深300指数收益率*60%+上证国债指数收益率*40%,000300.SH
501306.SH,港股高股息LOFC,中证港股通高股息投资指数收益率*95%(经估值汇率调整后)+银行活期存款利率(税后)*5%,930914.CSI
501305.SH,港股高股息LOF,中证港股通高股息投资指数收益率*95%(经估值汇率调整后)+银行活期存款利率(税后)*5%,930914.CSI
160644.SZ,港美互联网LOF,中证海外中国互联网指数(人民币计价)*95%+人民币活期存款利率(税后)*5%,930735.CSI
166024.SZ,中欧恒利定开,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
160140.SZ,美国REIT精选LOF,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501046.SH,财通福鑫定开混合,沪深300指数收益率*55%+上证国债指数收益率*45%,000300.SH
501303.SH,恒生中型股LOF,人民币计价的恒生综合中型股指数收益率*95%+人民币活期存款收益率(税后)*5%,
501043.SH,沪深300LOF,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,000300.SH
501045.SH,沪深300LOFC,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,000300.SH
512200.SH,房地产ETF南方,中证全指房地产指数收益率,931775.CSI
501038.SH,银华明择,沪深300指数收益率*55%+中国债券总指数收益率*45%,000300.SH
511670.SH,华泰天天金ETF,同期七天通知存款利率(税后),
501037.SH,中证500LOFC,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,
160924.SZ,恒生指数LOF,恒生指数收益率*95%+人民币活期存款利率(税后)*5%,
501036.SH,中证500LOF,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,
511620.SH,货币ETF国泰,同期七天通知存款利率(税后),
511260.SH,十年国债ETF国泰,上证10年期国债指数收益率,
512400.SH,有色金属ETF南方,中证申万有色金属指数收益率,
166023.SZ,中欧瑞丰LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
512570.SH,证券ETF易方达,中证全指证券公司指数,h20168.CSI
161038.SZ,成长LOF,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,
501302.SH,恒生指数基金LOF,经估值汇率调整的恒生指数收益率*95%+人民币活期存款利率(税后)*5%,
512800.SH,银行ETF华宝,中证银行指数,h20180.CSI
512560.SH,军工ETF易方达,中证军工指数,399959.SZ
512550.SH,富时A50ETF嘉实,富时中国A50指数收益率,
161715.SZ,大宗商品LOF,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,399979.SZ
512700.SH,银行ETF南方,中证银行指数收益率,h20180.CSI
161130.SZ,纳斯达克100LOF,纳斯达克100指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
160643.SZ,空天军工LOF,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,h20875.CSI
160324.SZ,华夏磐晟LOF,沪深300指数收益率*50%+上证国债指数收益率*50%,000300.SH
163111.SZ,申万中小LOF,中小企业100指数收益率*95%+银行同业存款利率*5%,
501016.SH,券商基金LOF,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,
161037.SZ,高端制造LOF,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,
167003.SZ,鼎弘LOF,中证综合债指数收益率*80%+沪深300指数收益率*20%,
159952.SZ,创业板ETF广发,创业板指数收益率,399006.SZ
501301.SH,香港大盘LOF,经人民币汇率调整的恒生中国(香港上市)30指数收益率*95%+人民币银行活期存款利率(税后)*5%,
160723.SZ,嘉实原油LOF,WTI原油价格收益率*100%,
161631.SZ,人工智能LOF,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,921487.CSI
501019.SH,军工基金LOF,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,
511770.SH,金鹰增益货币ETF,七天通知存款利率(税后),
161036.SZ,娱乐增强LOF,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,
512900.SH,证券ETF南方,中证全指证券公司指数收益率,h20168.CSI
164509.SZ,国富恒利债券LOF,中债综合指数(全价),
162719.SZ,石油LOF,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%,
501032.SH,财通福盛混合LOF,沪深300指数收益率*70%+中债综合全价指数收益率*30%,000300.SH
512580.SH,环保ETF广发,中证环保产业指数收益率,
161233.SZ,国投瑞泰LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
501029.SH,红利基金LOF,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,
513050.SH,中概互联网ETF易方达,中证海外中国互联网50指数,930735.CSI
168401.SZ,红土创新精选LOF,沪深300指数收益率*60%+中证全债指数收益率*40%,000300.SH
501031.SH,环境治理LOFC,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,399806.SZ
501012.SH,中药基金LOFC,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501011.SH,中药基金LOF,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501030.SH,环境治理LOF,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,399806.SZ
511650.SH,货币ETF华夏,七天通知存款利率(税后),
160323.SZ,华夏磐泰LOF,上证国债指数收益率*70%+沪深300指数收益率*30%,
501007.SH,互联网医疗LOF,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501008.SH,互联网医疗LOFC,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,
501010.SH,生物科技LOFC,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,932245.CSI
501009.SH,生物科技LOF,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,932245.CSI
168301.SZ,东海祥龙LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
161129.SZ,原油LOF易方达,标普高盛原油商品指数(S&P GSCI Crude Oil Index ER)收益率,
161626.SZ,融通通福LOF,中债综合(全价)指数收益率,
161127.SZ,标普生物科技LOF,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
161128.SZ,标普信息科技LOF,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
169201.SZ,浙商鼎盈LOF,沪深300指数收益率*70%+中国债券总指数收益率*30%,000300.SH
161125.SZ,标普500LOF,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
161126.SZ,标普医疗保健LOF,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
501300.SH,美元债LOF,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,
511950.SH,添利货币ETF广发,人民币活期存款利率(税后),
501028.SH,财通福瑞混合LOF,沪深300指数收益率*55%+上证国债指数收益率*45%,000300.SH
161035.SZ,医药增强LOF,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,000121.SH
160223.SZ,创业板LOF,创业板指数收益率*95%+银行活期存款利率(税后)*5%,399006.SZ
160322.SZ,港股精选LOF,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,000008.SH
501025.SH,香港银行LOF,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,
164703.SZ,汇添富纯债LOF,中债综合指数,
161124.SZ,港股小盘LOF,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,
501050.SH,50AHLOF,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,000170.SH
501022.SH,银华鑫盛LOF,沪深300指数收益率*50%+中国债券总指数收益率*50%,000300.SH
501023.SH,港中小企LOF,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,
160722.SZ,嘉实惠泽LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
511690.SH,交易货币ETF大成,中国人民银行公布的人民币活期存款基准利率(税后),
512100.SH,中证1000ETF南方,中证1000指数,000852.SH
164814.SZ,工银双债LOF,中证智选可转换债券流动性策略指数收益率*80%+中债综合财富(1年以下)指数收益率*20%,
168105.SZ,九泰泰富LOF,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,000300.SH
511700.SH,货币ETF平安,同期中国人民银行公布的七天通知存款利率(税后),
164210.SZ,天弘同利LOF,中债综合全价(1-3年)指数收益率*80%+银行一年期定期存款利率(税后)*20%,
160642.SZ,鹏华增瑞LOF,沪深300指数收益率*60%+中证综合债指数收益率*40%,000300.SH
167002.SZ,鼎越LOF,沪深300指数收益率*50%+中证综合债指数收益率*50%,000300.SH
501026.SH,财通福享混合LOF,沪深300指数收益率*55%+上证国债指数收益率*45%,000300.SH
160421.SZ,华安智增LOF,沪深300指数收益率*50%+中国债券总指数收益率*50%,000300.SH
511660.SH,货币ETF建信,同期中国人民银行公布的七天通知存款利率(税前),
512000.SH,券商ETF华宝,中证全指证券公司指数,h20168.CSI
511600.SH,华安日日鑫ETF,同期七天通知存款利率(税后),
512680.SH,军工ETF广发,中证军工指数收益率,399959.SZ
168104.SZ,九泰锐丰LOF,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,000300.SH
160921.SZ,多策略LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
168103.SZ,九泰锐益LOF,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,000300.SH
512810.SH,军工ETF华宝,中证军工指数,399959.SZ
169105.SZ,东方红睿华LOF,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,000300.SH
161834.SZ,银华鑫锐LOF,沪深300指数收益率*50%+中国债券总指数收益率*50%,000300.SH
510810.SH,上海国企ETF汇添富,中证上海国企指数,000865.SH
165525.SZ,基建工程LOF,中证基建工程指数收益率*95%+金融同业存款利率*5%,399995.SZ
512880.SH,证券ETF国泰,中证全指证券公司指数收益率,h20168.CSI
512660.SH,军工ETF国泰,中证军工指数收益率,399959.SZ
167001.SZ,鼎泰LOF,沪深300指数收益率*50%+中证综合债指数收益率*50%,000300.SH
164403.SZ,农业精选LOF,中证大农业指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,
160635.SZ,医药LOF基金,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,
511970.SH,国寿货币ETF,7天通知存款利率(税后),
160225.SZ,新能源汽车LOF,国证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,
511850.SH,招商财富宝ETF,人民币活期存款基准利率(税后),
159949.SZ,创业板50ETF华安,创业板50指数收益率,399673.SZ
169104.SZ,东方红睿满LOF,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,000300.SH
163003.SZ,长信利鑫LOF,中债综合指数,
501021.SH,香港中小LOF,经人民币汇率调整的标普香港上市中国中小盘指数收益率*95%+人民币活期存款利率(税后)*5%,
511910.SH,融通货币ETF,银行活期存款利率(税后),
501018.SH,南方原油LOF,WTI原油价格收益率*60%+BRENT原油价格收益率*40%,
161727.SZ,招商增荣LOF,中证800指数收益率*50%+中债-综合全价(总值)指数收益率*50%,
501017.SH,国泰融丰LOF,沪深300指数收益率*60%+中证综合债指数收益率*40%,000300.SH
161232.SZ,国投瑞盛LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
165528.SZ,中信保诚鼎利LOF,沪深300指数收益率*50%+中证综合债指数收益率*50%,000300.SH
162215.SZ,宏利聚利债券LOF,中债企业债总全价指数收益率*90%+中债国债总全价指数收益率*10%,
159948.SZ,创业板ETF南方,创业板指数收益率,399006.SZ
160622.SZ,鹏华丰利LOF,中债总指数收益率,
160518.SZ,博时睿远LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
162415.SZ,美国消费LOF,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,
501015.SH,财通升级混合LOF,沪深300指数收益率*55%+上证国债指数收益率*45%,000300.SH
511920.SH,货币ETF广发,活期存款利率(税后),
161033.SZ,智能汽车LOF,中证智能汽车主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,399432.SZ
163005.SZ,长信利众LOF,中债综合(全价)指数,
168102.SZ,九泰锐富LOF,沪深300指数收益率*60%+中国债券总指数收益率*40%,000300.SH
166016.SZ,中欧纯债LOF,中债综合(全价)指数收益率,
511820.SH,鹏华添利ETF,活期存款利率(税后),
501005.SH,精准医疗LOF,中证精准医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,
163907.SZ,中海惠裕LOF,中证全债指数,
511960.SH,货币ETF嘉实,按中国人民银行公布币活期存款利率(税后),
161229.SZ,国投中国价值LOF,MSCI中国指数*95%+同期人民币一年期定期存款利率(税后)*5%,133333.CSI
164206.SZ,天弘添利LOF,中国债券总指数,
511930.SH,货币ETF国联,七天通知存款利率(税后),
511900.SH,富国货币ETF,活期存款利率(税后),
511980.SH,货币ETF汇添富,活期存款利率(税后),
510580.SH,中证500ETF易方达,中证500指数,
510360.SH,沪深300ETF广发,沪深300指数收益率,000300.SH
161227.SZ,国投深证100LOF,深证100价格指数收益率*95%+银行活期存款利率(税后)*5%,399004.SZ
168101.SZ,九泰锐智LOF,沪深300指数收益率*60%+中国债券总指数收益率*40%,000300.SH
502023.SH,钢铁LOF,国证钢铁行业指数收益率*95%+商业银行活期存款利率(税后)*5%,932113.CSI
502053.SH,券商LOF,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,h20168.CSI
161226.SZ,国投白银LOF,上海期货交易所白银期货主力合约收益率(扣除相关费用),
167301.SZ,保险主题LOF,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,
167501.SZ,安信宝利债券LOF,中债综合指数,
511830.SH,货币ETF华泰柏瑞,当期银行活期存款利率(税后),
502003.SH,军工LOF,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,399959.SZ
502010.SH,证券LOF,中证全指证券公司指数收益率*95%+同期银行活期存款利率(税后)*5%,h20168.CSI
501001.SH,财通精选混合LOF,沪深300指数收益率*55%+上证国债指数收益率*45%,000300.SH
512330.SH,信息科技ETF南方,中证500信息技术指数,000858.SH
168204.SZ,煤炭LOF,中证煤炭指数收益率*95%+同期银行活期存款利率(税后)*5%,000820.SH
159944.SZ,材料ETF广发,中证全指原材料指数,
159945.SZ,能源ETF广发,中证全指能源指数,000986.SH
161030.SZ,体育LOF,中证体育产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,
161032.SZ,煤炭龙头LOF,中证煤炭指数收益率*95%+银行人民币活期存款利率(税后)*5%,000820.SH
168203.SZ,钢铁LOF,国证钢铁行业指数收益率*95%+同期银行活期存款利率(税后)*5%,932113.CSI
163118.SZ,医药生物LOF,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,
502006.SH,国企改革LOF,中证国有企业改革指数收益率*95%+同期银行活期存款利率(税后)*5%,
161031.SZ,工业40LOF,中证工业4.0指数收益率*95%+银行人民币活期存款利率(税后)*5%,399803.SZ
162414.SZ,新机遇LOF,1年期银行定期存款基准利率(税后)+3%,
159941.SZ,纳指ETF广发,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率),
160135.SZ,高铁基金LOF,中证高铁产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,399807.SZ
160637.SZ,创业板LOF基金,创业板指数收益率*95%+商业银行活期存款利率(税后)*5%,399006.SZ
159943.SZ,深证成指ETF大成,深证成份指数,
161123.SZ,并购重组LOF,中证万得并购重组指数收益率*95%+活期存款利率(税后)*5%,
161122.SZ,生物科技LOF,中证万得生物科技指数收益率*95%+活期存款利率(税后)*5%,
510560.SH,中证500ETF国寿,中证500指数,
502013.SH,一带一路LOF,中证申万一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,
160639.SZ,高铁LOF,中证高铁产业指数收益率*95%+商业银行活期存款利率(税后)*5%,399807.SZ
161725.SZ,白酒基金LOF,中证白酒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,
161726.SZ,生物医药LOF,国证生物医药指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,399441.SZ
164906.SZ,中概互联网LOF,中证海外中国互联网指数收益率*95%+银行活期存款利率(税后)*5%,930735.CSI
510710.SH,上证50ETF博时,上证50指数,
160806.SZ,长盛中证800LOF,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,
162412.SZ,医疗基金LOF,中证医疗指数收益率*95%+同期银行活期存款利率(税后)*5%,
161724.SZ,煤炭等权LOF,中证煤炭等权指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,399990.SZ
161225.SZ,国投瑞盈LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
160638.SZ,带路LOF,中证一带一路主题指数收益率*95%+商业银行活期存款利率(税后)*5%,399991.SZ
163116.SZ,申万电子LOF,中证申万电子行业投资指数收益率*95%+银行同业存款利率*5%,
512510.SH,中证500ETF华泰柏瑞,中证500指数,
166105.SZ,信澳鑫安LOF,中债总财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,
160633.SZ,券商LOF,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,h20168.CSI
512500.SH,中证500ETF华夏,中证500指数,
162108.SZ,金鹰元盛债券LOF,中国债券综合财富指数收益率,
160632.SZ,酒LOF,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,
161722.SZ,招商丰泰LOF,中国人民银行公布金融机构人民币一年期存款基准利率+3%(单利年化),
160631.SZ,银行LOF基金,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,h20180.CSI
502048.SH,上证50LOF,上证50指数收益率*95%+活期存款利率(税后)*5%,
165517.SZ,中信保诚双盈LOF,中证综合债指数收益率,
161224.SZ,国投新丝路LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
166011.SZ,中欧盛世LOF,沪深300指数收益率*75%+中证全债指数收益率*25%,000300.SH
160221.SZ,有色金属LOF,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,932112.CSI
161028.SZ,新能源车LOF,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,
161027.SZ,证券LOF,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,h20168.CSI
159940.SZ,金融地产ETF广发,中证全指金融地产指数,932075.CSI
162105.SZ,金鹰持久增利LOF,中国债券综合指数(财富)增长率*95%+沪深300指数增长率*5%,
161716.SZ,招商双债LOF,中债综合指数收益率*60%+天相可转债指数收益率*40%,
512990.SH,MSCIA股ETF华夏,MSCI中国A股国际通指数收益率,133333.CSI
161222.SZ,国投瑞利LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
159939.SZ,信息技术ETF广发,中证全指信息技术指数,000993.SH
160919.SZ,产业升级LOF,沪深300指数收益率*80%+中证综合债券指数收益率*20%,000300.SH
513600.SH,恒生指数ETF南方,恒生指数(使用估值汇率调整),
159005.SZ,快钱ETF汇添富,活期存款利率(税后),
513660.SH,恒生ETF华夏,(人民币/港币汇率*恒生指数)收益率,
161026.SZ,国企改革LOF,中证国有企业改革指数收益率*95%+银行人民币活期存款利率(税后)*5%,
166401.SZ,稳健增利LOF,中债综合(全价)指数收益率*85%+银行活期存款利率(税后)*10%+中证可转换债券指数收益率*5%,
160629.SZ,传媒LOF,中证传媒指数收益率*95%+商业银行活期存款利率(税后)*5%,
160618.SZ,鹏华丰泽LOF,中债总指数收益率,
511810.SH,货币ETF南方,同期中国人民银行公布的七天通知存款利率(税后),
159938.SZ,医药ETF广发,中证全指医药卫生指数,000991.SH
165522.SZ,TMTLOF,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,
511860.SH,货币ETF博时,七天通知存款利率(税后),
164208.SZ,天弘丰利LOF,中债综合指数,
511800.SH,易方达货币ETF,活期存款利率(税后),
160630.SZ,国防LOF,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,
161720.SZ,证券基金LOF,中证全指证券公司指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,h20168.CSI
511220.SH,城投债ETF海富通,上证城投债指数收益率,
160813.SZ,长盛同盛LOF,沪深300指数收益率*50%+中证综合债指数收益率*50%,000300.SH
160222.SZ,食品LOF,国证食品饮料行业指数收益率*95%+银行活期存款利率(税后)*5%,399131.SZ
169101.SZ,东方红睿丰LOF,沪深300指数收益率*70%+中国债券总指数收益率*30%,000300.SH
160628.SZ,地产LOF,中证800地产指数收益率*95%+商业银行活期存款利率(税后)*5%,399965.SZ
161025.SZ,互联网LOF,中证移动互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,852222.SI
159937.SZ,黄金ETF博时,黄金现货实盘合约AU99.99收益率,
513030.SH,德国ETF华安,德国DAX指数(DAX Index)收益率(经汇率调整后的总收益指数收益率),
163115.SZ,申万军工LOF,中证军工指数收益率*95%+银行同业存款利率*5%,399959.SZ
512220.SH,TMTETF景顺,中证科技传媒通信150指数,h20318.CSI
160133.SZ,南方天元LOF,沪深300指数收益率*80%+上证国债指数收益率*20%,000300.SH
512070.SH,证券保险ETF易方达,沪深300非银行金融指数,000300.SH
512640.SH,金融地产ETF嘉实,中证金融地产指数收益率,000992.SH
512600.SH,消费ETF嘉实,中证主要消费指数收益率,h01158.CSI
160513.SZ,稳健债LOF,中证全债指数收益率,
159936.SZ,可选消费ETF广发,中证全指可选消费指数,000989.SH
161908.SZ,万家添利LOF,中国债券总指数,
163114.SZ,申万环保LOF,中证环保产业指数收益率*95%+银行活期存款利率(税后)*5%,
161015.SZ,富国天盈LOF,中债综合指数,
160626.SZ,信息LOF,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,399170.SZ
160625.SZ,证保LOF,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,399966.SZ
161505.SZ,银河通利债券LOF,中债综合全价指数,
160918.SZ,中小盘LOF,中证700指数收益率*60%+恒生指数收益率*20%+中证综合债券指数收益率*20%,
161831.SZ,恒生国企LOF,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,
161024.SZ,军工LOF,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,399967.SZ
160812.SZ,长盛同益LOF,沪深300指数收益率*50%+中证综合债指数收益率*50%,000300.SH
163113.SZ,申万证券LOF,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,
164705.SZ,恒生LOF,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,
161811.SZ,沪深300LOF银华,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,000300.SH
160220.SZ,国泰民益LOF,沪深300指数收益率*50%+中债综合指数收益率*50%,000300.SH
159935.SZ,中证500ETF景顺,中证500指数,
165521.SZ,金融LOF,中证800金融价格指数收益率*95%+金融同业存款利率*5%,000974.SH
513500.SH,标普500ETF博时,"标普500指数(S&P 500 Index(NTR,Net total Return))(经估值汇率调整,以人民币计价)",
512120.SH,医药ETF华安,中证细分医药产业主题指数收益率,000814.SH
159934.SZ,黄金ETF易方达,上海黄金交易所Au99.99现货实盘合约收盘价,
510680.SH,上证50ETF万家,上证50指数,
512010.SH,医药ETF易方达,沪深300医药卫生指数,399913.SZ
159933.SZ,金融地产ETF国投瑞银,沪深300金融地产指数,399914.SZ
165520.SZ,有色LOF,中证800有色金属指数收益率*95%+金融同业存款利率*5%,000823.SH
160219.SZ,医药LOF,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,
159929.SZ,医药ETF汇添富,中证医药卫生指数,
159930.SZ,能源ETF汇添富,中证能源指数,
159928.SZ,消费ETF汇添富,中证主要消费指数,h01158.CSI
159931.SZ,金融地产ETF汇添富,中证金融地产指数,000992.SH
160515.SZ,安丰18定开,1年期定期存款利率(税后)*150%,
165519.SZ,医药生物科技LOF,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,
518880.SH,黄金ETF华安,国内黄金现货价格收益率,
518800.SH,黄金ETF国泰,上海黄金交易所挂盘交易的Au99.99合约,
159003.SZ,招商快线ETF,人民币活期存款基准利率(税后),
162715.SZ,广发聚源LOF,中债总全价指数收益率,
513100.SH,纳指ETF国泰,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率),
510510.SH,中证500ETF广发,中证500指数,
511880.SH,银华日利ETF,活期存款利率(税后),
159001.SZ,货币ETF易方达,活期存款基准利率*(1-利息税税率),
510630.SH,消费ETF华夏,上证主要消费行业指数,h01158.CSI
510650.SH,金融地产ETF华夏,上证金融地产行业指数,000992.SH
510660.SH,医药ETF华夏,上证医药卫生行业指数,
165313.SZ,建信优势LOF,沪深300指数收益率*75%+中国债券总指数收益率*25%,000300.SH
510310.SH,沪深300ETF易方达,沪深300指数,000300.SH
511010.SH,国债ETF国泰,上证5年期国债指数收益率,
160212.SZ,国泰估值LOF,沪深300指数收益率*80%+中证全债指数收益率*20%,000300.SH
159925.SZ,沪深300ETF南方,沪深300指数,000300.SH
159923.SZ,中证A100ETF大成,中证A100指数,000903.SH
159922.SZ,中证500ETF嘉实,中证500指数,
160218.SZ,房地产LOF,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%,
510500.SH,中证500ETF南方,中证500指数,
